Average of viollevel,,Column Labels,,,,,
Row Labels,neighborhood,2015,2016,2017,2018,2019,Grand Total
Rusty's Liquors,ROSLINDALE,,1,1,0,,0.888888889
Landmark News,BOSTON,,1,0,1,,0.888888889
KALIHARI GRILL,ROXBURY,1,0.5,1,0,,0.888888889
Camilo Liquors I I I,MATTAPAN,1,0,1,1,,0.888888889
Casa Real Mexican Food,DORCHESTER,1.6,0,0,0,0,0.888888889
Cuppa Coffee,ROXBURY,0,0,1.333333333,0,,0.888888889
TURKUAZ MARKET,ALLSTON,0,1,1,0.75,1,0.882352941
Legal C Bar (Space BA-LO6),EAST BOSTON,0.916666667,0,0,1.333333333,,0.882352941
Jacob Wirth Restaurant,BOSTON,0,1,0.666666667,0.8,,0.88
SILVERTONE BAR & GRILL,BOSTON,,,0.666666667,1,,0.875
Starbucks Coffee No.  7531,BOSTON,0,0,1.5,1,,0.875
Mass Gen. Hosp./Tea Leaves & Coffee Beans,BOSTON,0,0,1,2,,0.875
Parkwood Liquors,DORCHESTER,1,0.666666667,1,0,,0.875
Eaton Vance Harbor Cafe (13th fl.),BOSTON,1,1,0,1,,0.875
Family Dollar Stores of MA No.  2684,EAST BOSTON,1,0,1,1,,0.875
CAFFE PARADISO,BOSTON,0,0,0.5,2,,0.875
C12/B12,BOSTON,0,1.25,0.8,0,,0.875
Ames Hotel Boston,BOSTON,,0,2,0.5,0,0.875
Boston Marriott Long Wharf - FS,BOSTON,0,0,0.8,1.25,,0.875
Wheels Up Club,BOSTON,1,0.666666667,0,1,,0.869565217
Crystal/Gorage Lounge,ALLSTON,1.125,0,1,0,0,0.866666667
Abbott's Frozen Custard,BRIGHTON,0,1,1,0,,0.866666667
Silvio O. Conte Forum East Roof 2A,BRIGHTON,1.5,0,0,0,,0.857142857
Trader Joe's No. 561,ALLSTON,,,1,0,,0.857142857
SOUTH BOSTON YACHT CLUB,SOUTH BOSTON,1,1,1,0,,0.857142857
Shed BBQ,BOSTON,,,0.75,0.9,,0.857142857
Walgreens No.  05756,EAST BOSTON,1,1,1,0,,0.857142857
WALLY'S,ROXBURY,0,0,1.5,0,,0.857142857
Park Street Express,BOSTON,0,,1,1,,0.857142857
MONTIEN RESTAURANT,BOSTON,,,0,1.2,,0.857142857
Melt,BOSTON,,,0,1,,0.857142857
Residence Inn Fenway - Boston,BOSTON,0,1,1,1,,0.857142857
Rite Aid No. 10150,DORCHESTER,,,,0.857142857,,0.857142857
HARVARD BUS./ALDRICH HALL,BOSTON,0,0,0,2,,0.857142857
Grasshopper Sweets,BOSTON,0,1.5,0,0,0,0.857142857
DUNKIN DONUTS(DEPARTURE),EAST BOSTON,1,1,1,0,,0.857142857
LC2/LY1,BOSTON,0,1,0.8,1,,0.857142857
Effie's Kitchen,ROSLINDALE,0,1,0.857142857,0.666666667,,0.857142857
Frozen Hoagies No. 3,BOSTON,,,0,1,,0.857142857
Boom Crispy Chicken,BOSTON,,,,0,1,0.857142857
Blanchards,ALLSTON,0,0,0,0,,0
,WEST ROXBURY,0,1.2,1,1,,1.058823529
CANTINA @ WESTIN COPLEY,BOSTON,1,0,1,1,1,0.857142857
BACCO RISTORANTE & BAR,BOSTON,0,1,,1,,0.857142857
Arya Trattoria,BOSTON,0,0,1.5,0,,0.857142857
N & M MARKET,ROXBURY,1,0,0,1,0,0.85
CVSNo. 1199,WEST ROXBURY,1,0,0,1,,0.846153846
Boston Medical Center (Shapiro Bldg.),ROXBURY,0,1.090909091,0,1,1,0.842105263
"YAWKEY CENTER ""COFFEE SOUTH""",BOSTON,0,1.142857143,0.5,0.5,,0.833333333
Starbucks Store 17551,FENWAY,1,0,0,1.142857143,,0.833333333
Legal Sea Foods (Logan Airport Trmnl C),EAST BOSTON,1,1,1,0,,0.833333333
Mama Blanca Restaurant,EAST BOSTON,,,0.888888889,0.666666667,,0.833333333
POCKETS BILLIARD CLUB,EAST BOSTON,1,0,1,1,,0.833333333
FunTea Cafe,DORCHESTER,1,0.5,0.857142857,1,,0.833333333
El Palmar Restaurant,EAST BOSTON,0,1,1,0,,0.833333333
CREST LIQUORS,MATTAPAN,0,0,1,1,,0.833333333
Bella Luna Restaurant @ the Brewery,JAMAICA PLAIN,1,0,,1,,0.833333333
Market Street Gulf,BRIGHTON,1,0,0,1,,0.818181818
Mikes Vending L L C @ Constitution Beach,EAST BOSTON,0,1,0,1,,0.818181818
JAZZMAN'S BY SODEXO@DANA FARBER,BOSTON,0,0,0,1.8,,0.818181818
CVS/PHARMACY No. 0361,BOSTON,1,1,0,0,,0.818181818
Blanquita's Market,BOSTON,,,0.9,0,,0.818181818
B.U. George Sherman Union,BOSTON,0,1,0.923076923,0.5,,0.818181818
Strand  A Walgreens Pharmacy No. 13806,DORCHESTER,0,0,1,1,,0.8125
Amorino,BOSTON,0.75,0,1,0.666666667,,0.80952381
Sullivan's,SOUTH BOSTON,1,1,0,0,,0.8
Walden Local Butcher,ROXBURY,,,1,0,,0.8
Maggie's Grill @ Franklin Park Golf Course,ROXBURY,,,0.5,1,,0.8
PEACH FARM RESTAURANT,BOSTON,,0,0,1,,0.8
Renaissance Hotel (Club Lounge),BOSTON,0,0,1.333333333,0,0,0.8
Hissho Sushi @ UMass Boston,DORCHESTER,,1.230769231,0,0,,0.8
Family Dollar No. 31662,DORCHESTER,,,,0.666666667,1,0.8
Commonwealth Market,BOSTON,1,0,0.8,1,,0.8
Capital One Cafe,BOSTON,,,0,0.5,3,0.8
Assembly on 2,BOSTON,,,0,0.888888889,,0.8
Akiki,HYDE PARK,0,1,1,1,,0.8
BRIGHTON SHELL,BRIGHTON,1,1,0,0,0,0.8
Dunkin Donuts (Causeway St.),BOSTON,0,0,1,0.6,1,0.791666667
Right Field Pantry,BOSTON,1,0.75,0,1,,0.785714286
DUNKIN' DONUTS-WATERMARK,BOSTON,0,0,1,1,,0.785714286
LC1/Pizza/LB2,BOSTON,1,0.666666667,0.857142857,0,,0.785714286
Smokey Slushes,DORCHESTER,,1,0.857142857,0,,0.777777778
Winter St. Express,BOSTON,,1,0.75,0,1,0.777777778
Sodexo @ Genzyme Allston,ALLSTON,0,1,0,1,,0.777777778
Mt. Olympic Pizza,HYDE PARK,1,0,0,1,,0.777777778
Brown Brothers Harriman & Co.,BOSTON,0,0,1,1,,0.777777778
73 Cafe,BOSTON,0,0,1,1,,0.777777778
Starbucks Coffee No. 22566,BOSTON,0.857142857,0,1,1,0,0.769230769
Renaissance Hotel (Employee Cafe),BOSTON,0,0,1,1,0,0.769230769
Huntington Market,BRIGHTON,0,0.75,1,0.75,,0.769230769
C15/B15,BOSTON,0,1.2,0.8,0,,0.769230769
Stand No. 728,BOSTON,0,0,1,1,,0.75
Tavern In The Square Restaurant (So. Station),BOSTON,,0,0,0,3,0.75
The Best Little Restaurant,BOSTON,,1,,0,,0.75
UNITED HOUSE OF PRAYER FOR ALL PEOPLE,DORCHESTER,,,1,0,,0.75
Mala Kungfu,ALLSTON,,,,0.75,,0.75
NORTHEASTERN UNIV-716 COLUMBUS,BOSTON,0,2,0,0,,0.75
Marriott Copley Plaza (28th Fl.),BOSTON,0,0.5,1.5,0,1,0.75
Lookout Rooftop and Bar,BOSTON,,,0,1,,0.75
JP Kitchen,JAMAICA PLAIN,,,,0.75,,0.75
DD2,BOSTON,0,2,0,0,,0.75
CVS No. 5874,BOSTON,,1,1,0,,0.75
Centerplate @ ORPHEUM THEATRE,BOSTON,,0,1,1,1,0.75
Brother's Super Liquors,DORCHESTER,1,0.666666667,0.5,0,,0.75
Courtyard By Marriott,DORCHESTER,1,0,0.714285714,1,,0.75
Delicious Yogurt,ROSLINDALE,0,0,0.5,1,0,0.739130435
Vino Volo,EAST BOSTON,0,0.666666667,1,0,1,0.736842105
Right Field Inseat,BOSTON,1,0,0,1,,0.736842105
YAWKEY CLUB OF ROXBURY,ROXBURY,0,0.5,0.75,1,,0.727272727
RESIDENCE INN BY MARRIOTT BOS,CHARLESTOWN,0,1.6,0,0,,0.727272727
DUNKIN DONUTS/WALDWIN GROUP,EAST BOSTON,1,0,0,0,,0.727272727
Whittier Health Pharmacy,MISSION HILL,1,0,1,0,,0.714285714
The Gallows,ROXBURY,0,1,0.5,0.8,,0.714285714
NICK'S LIQUORS,ROSLINDALE,0,0,0,0.909090909,,0.714285714
M.G. News of Boston (So. Station-Subway),BOSTON,0,0,1,1,,0.714285714
Luna's,EAST BOSTON,,0,1,1,0,0.714285714
Daniel Beauty Supply & Dollar Store,ROXBURY,0.5,0,1,1,1,0.714285714
Dunkin Donuts/1138 Washington St.,ROXBURY,0.909090909,0,0,0,,0.714285714
Express Stop Market,DORCHESTER,,0.666666667,0.666666667,1,,0.714285714
Eagle Hill Convenience Store,EAST BOSTON,0.909090909,0,0,0,,0.714285714
La Favorita Market,ALLSTON,2,0.5,0,0,,0.714285714
Castillo Liquors Inc.,EAST BOSTON,1,1,0,0,,0.714285714
Jook Sing Cafe,BOSTON,0,1,0,0,,0.7
Flik @ Skadden  Arps  Slate,BOSTON,0,2,0,0.5,0,0.7
Boston Cheese Cellar,ROSLINDALE,1,0,0,0.5,,0.7
Battery Wharf Hotel,BOSTON,,,0,1,0,0.7
Aloft Seaport Hotel -Banquet Kitchen,BOSTON,,0.666666667,0.8,0.5,,0.7
Target No. 2822,BOSTON,0.888888889,0,0,0,1,0.692307692
CAPO RESTAURANT,SOUTH BOSTON,,0,0.6,0.888888889,,0.6875
Virgin Atlantic Airways Clubhouse,EAST BOSTON,1.333333333,0,0,0,,0.666666667
SODEXO @STATE ST. FINANCIAL-EX. DINING,BOSTON,0,0,2,0,0,0.666666667
Yvonnes,BOSTON,0,0,1.333333333,0,,0.666666667
The Paint Bar,BOSTON,1,1,0,0,,0.666666667
Tasty Thai,BOSTON,,,,0.666666667,,0.666666667
The Juicery,BOSTON,,,,0.666666667,,0.666666667
Warrior Arena Concessions,BRIGHTON,,1,0,0,,0.666666667
Stand 711,BOSTON,0.5,1,1,0,,0.666666667
Warrior Arena Snack Bar,BRIGHTON,,1,0,0,,0.666666667
Waterstone at The Circle,BRIGHTON,,,,0,1,0.666666667
Render Coffee @ 121,BOSTON,,0,0.5,1,1,0.666666667
Prestige Stoughton Gas Inc.,WEST ROXBURY,,,0,1,,0.666666667
Mc Cafe,BOSTON,,0,0,1.2,0,0.666666667
Renaissance Hotel (Starbucks),BOSTON,0,1,1,0,1,0.666666667
Kala Thai Cookery,BOSTON,,,,0.666666667,,0.666666667
Fastachi Ltd.,BOSTON,0,1,0,1,,0.666666667
Dorgan's Pkg Store,SOUTH BOSTON,1,0,0,0,,0.666666667
Intelligentsia Coffee,BOSTON,,,,0.666666667,,0.666666667
Dunkin Donuts (209 North Harvard St.),ALLSTON,0,0,0,1,,0.666666667
DING HO FAST FOOD,BOSTON,,0,1,0,,0.666666667
Frosty Freeze,ROSLINDALE,1.2,0,0,0,,0.666666667
Flik @ Kirkland & Ellis,BOSTON,,,,0,1,0.666666667
FIGARO'S BOSTON DELICATESSEN,BOSTON,,0,1,0,,0.666666667
Jacques,BOSTON,0.75,0,,1,,0.666666667
CASTILLO BEER  WINE AND LIQUORS  LLC,ROXBURY,0,0,0,1,,0.666666667
Common Vines,BOSTON,,,1,0,,0.666666667
Boston Harbor Hotel Wharf Room,BOSTON,,,1,0,,0.666666667
Cajun Cajun,BOSTON,3,0,0,0,0,0.666666667
Bar Mezzana,ROXBURY,,0,1,0,,0.666666667
C13/B13,BOSTON,0.666666667,1.333333333,0,0,,0.666666667
Balance Patch,BOSTON,,,0,1,,0.666666667
AC Hotel by Marriott,BRIGHTON,,,,0.666666667,,0.666666667
Starbucks Coffee No.  7224,BOSTON,0.666666667,0,1,0.666666667,,0.625
Speedway No. 2493,ALLSTON,0,1,0,1,0,0.625
Morgan Lewis & Bockius LLP,BOSTON,0,0,0,1,,0.625
Plaza Fish II,DORCHESTER,1,0,0.666666667,0.5,,0.625
Aloft Seaport Hotel -WXYZ Bar,BOSTON,,0.666666667,1,0,,0.625
GEC/GEB,BOSTON,0.5,0.8,0.666666667,0,,0.615384615
Spaulding Rehabilitation Hospital,CHARLESTOWN,0,0,0,1.5,,0.6
Union Square Donuts,BOSTON,1,0,0,0,,0.6
Stand No.  722,BOSTON,0,0,1,0,,0.6
Stand No. 520,BOSTON,1,1,0,0,,0.6
Kohi Coffee Company,BOSTON,,,,0,,0
,BRIGHTON,,,1,0.5,,0.75
Fare Well,BOSTON,,,1,0,0,0.6
Dugout Inseat,BOSTON,0,0.666666667,0.8,0,,0.6
Frozen Hoagies No. 2,BOSTON,1,,0,0,,0.6
Ethiopian Cafe,JAMAICA PLAIN,,,0,1,,0.6
C16/B16,BOSTON,0.666666667,0.666666667,0.666666667,0,,0.6
Alexander's Wine & Spirit,DORCHESTER,1,1,0,0,,0.6
Beacon Capital Market,BOSTON,0.5,0,1,1,,0.6
T D Garden Executive Suites Kitchen,BOSTON,0,0.4,0.666666667,1,,0.583333333
THE UNION LOUNGE,DORCHESTER,0.5,0.5,0,0.5,1,0.583333333
Stand No. 712,BOSTON,0,1,1,0,,0.571428571
Pret-A-Manger,BOSTON,0,0,0,1,,0.571428571
Mass General Hospital Cafe,BOSTON,0,0.75,0,1.25,,0.571428571
Lori's Gifts No. 341,BRIGHTON,0,1,0,0,,0.571428571
Hub Bar Stand 4BE,BOSTON,0,0,1,0,,0.571428571
Kings Bowl Seaport,BOSTON,,,0,1,1,0.571428571
Antonios Bacaro,HYDE PARK,,0,0.5,1,,0.571428571
CVS PHARMACY No. 0055,BRIGHTON,0,1,0,0.5,1,0.571428571
C17/B17,BOSTON,0.8,0,0.8,0,,0.571428571
Starbucks Coffee Co. No. 875,BOSTON,0.5,0,0,0.833333333,,0.545454545
THE TAM,BOSTON,0,0,0,0.75,,0.545454545
Unidine Cafe @ RSM,CHARLESTOWN,,0.857142857,0,0,,0.545454545
M G NEWS,BOSTON,0,0,1.5,0,,0.545454545
CO6/BO6,BOSTON,0,1,0,0,,0.545454545
CO5/BO5,BOSTON,0,1,0,0,,0.545454545
Inna's Kitchen,BOSTON,1,0,0,0.5,,0.538461538
Future Chefs,ROXBURY,0,0.888888889,0,0,0,0.533333333
Yotel Boston - Penthouse,BOSTON,,,0,0.666666667,,0.5
WORDEN HALL,SOUTH BOSTON,0.5,0,0.666666667,1,,0.5
THINGS WILD GIFT SHOP,BOSTON,0,0.666666667,0.666666667,0,,0.5
VRF,BOSTON,0,0.8,0.5,0,,0.5
Siena Farms South End,ROXBURY,1,0,0,1,0,0.5
Shippy Liquor and Wines,BOSTON,,,0,1,,0.5
TTOR Mobile Market,BOSTON,,,0,1,,0.5
The Corner Pub of Chinatown,BOSTON,0,1,0,0,,0.5
Starbucks Coffee No. 22253,ALLSTON,0,1,1,0,0,0.5
Triangle Coffee,BOSTON,,,,0.5,,0.5
Stand No. 710,BOSTON,0,0,1,0,,0.5
Planet Gracie,DORCHESTER,1,1,0,0,,0.5
PAV1A,BOSTON,0.666666667,0.75,0,0,,0.5
Peet's Coffee & Tea(United Terminal BA A34),EAST BOSTON,1,0,1,0,0,0.5
Ora,BOSTON,,,,0,1,0.5
Lucca Restaurant & Bar,EAST BOSTON,,,,0,1,0.5
MIKE'S FITNESS,JAMAICA PLAIN,0,0.8,0,,,0.5
Restaurant Associates @ Amazon,BOSTON,,,,0.5,,0.5
MY DINER,SOUTH BOSTON,,,,0.5,,0.5
PREZZA,BOSTON,1,0,,0,,0.5
Levy Premium Food Court 1,BOSTON,1,0,1,0,,0.5
Prow/Max Cafe @Emerson,BOSTON,,,,0.5,,0.5
Energize,BOSTON,,,,0,,0
,BRIGHTON,,1,0,1,,0.75
Doubletree Guest Suites,BRIGHTON,0,0,0,1,,0.5
Dollar Tree No. 07507,CHARLESTOWN,,,,0,1,0.5
J.P. Licks @ Southbay,DORCHESTER,,,,0,1,0.5
Dunkin Donuts (Front Foodcourt),EAST BOSTON,,0.75,0,0,,0.5
Jump On In,BRIGHTON,,,,0.5,,0.5
Jamaica Mi Hungry No. 2,BOSTON,,,0,1,,0.5
IL NIDO,BOSTON,0,1,,0,,0.5
Frog Pond Boston @ Boston Common,BOSTON,1,0,0,1,,0.5
JP SOUTH HUNTINGTON MARKET,MISSION HILL,,0.5,1,0,,0.5
Honeycomb Cafe,DORCHESTER,,,0,1,1,0.5
Comedy Connection @ The Wilbur Theater,BOSTON,0,1,,0,,0.5
BM CART2: BON ME BLUE CART,BOSTON,,,0,1,,0.5
Area 4 Restaurant,ROXBURY,,1,0,0,,0.5
B.U. HEALTHY BLENDS,BOSTON,1,1,0,0,,0.5
Crepe & More,BOSTON,,,,0.5,,0.5
BM8: BON ME LIGHT BLUE,BOSTON,,,0,1,,0.5
C & G Service,SOUTH BOSTON,0,0.666666667,0,1,,0.5
Aceituna,BOSTON,,,,0,1,0.5
BO9/CO9/Y7,BOSTON,0,0.857142857,0,0,,0.461538462
GM1,BOSTON,0.666666667,0.75,0,0,,0.454545455
T D Garden Legends Club,BOSTON,0,0.6,0,0.5,,0.444444444
Ziggy's Coffee Bar,BOSTON,,0,0,0.8,,0.444444444
LC4,BOSTON,0,0,0.666666667,1,,0.444444444
The Alley Bar,BOSTON,0,0,0,0.75,,0.428571429
Starbucks Coffee No.  869,BOSTON,0,1,0,0.666666667,,0.428571429
Fenway Cafe,BOSTON,0.5,1,0,0,0,0.428571429
HARBORSIDE INN OF BOSTON,BOSTON,0,1,0,0.5,0,0.428571429
HARVARD BUS./BAKER FACULTY,BOSTON,0,0,0.5,0.666666667,,0.428571429
Ancient & Honorable Artillery Company,BOSTON,,0.666666667,0.5,0,,0.428571429
Burger King No.  16370,EAST BOSTON,1,1,0,0,,0.428571429
BARRY'S BOOTCAMP,BOSTON,1,0,0,0.5,,0.428571429
THE FLAT OF THE HILL,BOSTON,0,0,1,0,,0.4
Stand 727,BOSTON,0,0,1,0,,0.4
Teuscher Chocolates,BOSTON,0,0,0,1,,0.4
Stand No. 521,BOSTON,0,1,0,0,,0.4
SUFFOLK DOWNS-PADDUCK,EAST BOSTON,0,1,0,0,,0.4
VAN MINI MARKET,ALLSTON,0,0,0,1,1,0.4
Silvio O. Conte Forum East Roof 2B,BRIGHTON,1,0,0,0,,0.4
Silvio O. Conte Forum East Roof 3A,BRIGHTON,1,0,0,0,,0.4
The Wine Emporium,ROXBURY,0,0,1,0,,0.4
Pizza 10,BOSTON,0,0,0.8,0,,0.4
Levy Premium Food Court 4,BOSTON,1,0,0,0,,0.4
NICKERSON FIELD (BU),BOSTON,0,0,1,0,,0.4
Renaissance Hotel (Lobby Lounge),BOSTON,0,0,1,1,0,0.4
Hudson No. 1935,EAST BOSTON,0,1,0,0,,0.4
Hudson No. 1940,EAST BOSTON,0,1,1,0,,0.4
L5C1,BOSTON,0,0,0,1,,0.4
Left Field Inseat,BOSTON,0,0,0,1,,0.4
HARVARD SCHOOL-PUBLIC HEALTH,BOSTON,0.666666667,0,0,0.666666667,,0.4
Aramark @ BNY Mellon,BOSTON,1,1,0,0,,0.4
Camp Harborview,EAST BOSTON,0,0,1,0,,0.4
Cram Seafood Co.,ROXBURY,0,0,0,1,,0.4
Alumni 4,BRIGHTON,1,0,0,0,,0.4
BM7: BON ME PURPLE,BOSTON,,0,0,0.666666667,,0.4
ALBA PRODUCE,BOSTON,0,0,1,0,,0.4
Bright Arena/Briggs Cage,ALLSTON,0,0,1,0,,0.4
Ariana Restaurant,BRIGHTON,0,0,0,1,,0.4
C01/B01/Y01,BOSTON,0,0.5,0.666666667,0,,0.4
Mass General Hospital/Coffee Central,BOSTON,0,0,0,0.5,1,0.375
PAVC1,BOSTON,0.666666667,0,0,1,,0.375
PO6/BO7/PBD,BOSTON,0,0.666666667,0.5,0,,0.375
VB,BOSTON,0,0,0.8,0,,0.363636364
C11,BOSTON,0,0.75,0.25,0,,0.363636364
Stand No. 717,BOSTON,0,0,1,0,,0.333333333
VHP,BOSTON,0,0.75,0,0,,0.333333333
The Ice Creamsmith,DORCHESTER,0,1,0,0,,0.333333333
Stand 730,BOSTON,0,0,1,0,,0.333333333
Legal Harborside,BOSTON,1,0,0,1,,0.5
,SOUTH BOSTON,0,0,0,0,,0
Martin's News (St. James St.),BOSTON,0,0,1,0,,0.333333333
MATTHEWS ARENA CONCESSION,BOSTON,0,0,1,0.5,,0.333333333
MG NEWS OF BOSTON,BOSTON,,0,0,0,0.666666667,0.333333333
Richy's,HYDE PARK,1,0,0.5,0,,0.333333333
Norfolk Hardware & Home Center,MATTAPAN,,0,0,1,,0.333333333
Eventide Fenway,BOSTON,,,0.666666667,0,0,0.333333333
JK Market II,EAST BOSTON,0,0.5,0.5,0,,0.333333333
Kaju,BOSTON,,,0,0.5,,0.333333333
HOST-STARBUCKS (GATE B31),EAST BOSTON,1,0.5,0,0,0,0.333333333
CLUB HOTEL BAR,DORCHESTER,0,0,0,0.8,0,0.307692308
Starbucks Coffee No.  7564,BOSTON,0,0,0,1,0,0.285714286
LY4/LB4,BOSTON,1,0,0,0,,0.285714286
Massachusetts Eye & Ear Infirmary Eye Opener Cafe,BOSTON,0,1,0,0,0,0.285714286
Northeastern University Faculty Club,BOSTON,1,0,0,0.5,,0.285714286
Hot Eastern,BOSTON,1,0.25,0,0,,0.285714286
Chicken And Rice Guys (4),BOSTON,0,0,0,1,,0.285714286
BACCO'S WINE & CHEESE,BOSTON,0.5,1,0,0,,0.285714286
Beacon Cafe @Univ. of Mass Boston,DORCHESTER,,0.666666667,0,0,,0.285714286
Chestnut Farms,BOSTON,1,0,0,0,0,0.285714286
Silvio O. Conte Forum East Roof 2D,BRIGHTON,0,0,1,0,,0.25
Y06,BOSTON,0,0.666666667,0,0,,0.25
Stand No. 518,BOSTON,1,0,0,0,,0.25
The Cookie Monstah No. 3 Greenway Monstah,BOSTON,0,0,0,1,,0.25
Wave Health & Fitness,SOUTH BOSTON,0,0,1,0,,0.25
V10,BOSTON,0,0,0,0.666666667,,0.25
SODEXO @ CABOT CORP.,BOSTON,0,0,0,1,,0.25
Travel Traders No. 3052@Sheraton Boston Hotel,BOSTON,0,0,0,1,,0.25
Publico,SOUTH BOSTON,,,0.333333333,0,,0.25
Levy Premium Food Court 5,BOSTON,0,1,0,0,,0.25
Martin's News Shops No. 1,BOSTON,1,0,0,0,,0.25
Mass Bay Lines/Freedom,BOSTON,0,0,0,1,,0.25
PRESIDENT'S SUITE,CHESTNUT HILL,1,0,0,0,0,0.25
HIGHLAND TAP OF BOSTON INC.,ROXBURY,0,0,0,1,,0.25
EZ Telecom,EAST BOSTON,0,1,0,0,,0.25
Hudson No. 1930,EAST BOSTON,1,0,0,0,,0.25
Grandstand Bar,BOSTON,,,0,0.5,,0.25
Kelly's Campus Store,BOSTON,1,0,0,0,,0.25
Hudson No. 1893,EAST BOSTON,,0,1,0,,0.25
LBG,BOSTON,0,0,0,1,,0.25
Bright-Landry Arena Briggs Cafe,ALLSTON,0,0,0,1,,0.25
Brighton Gourmet and Cellar,BRIGHTON,0,0,1,0,,0.25
CAFE NAPOLI,EAST BOSTON,0,0,0,1,,0.25
Boston Wine Exchange,BOSTON,,1,0,0,0,0.25
Conte 3,BRIGHTON,1,0,0,0,,0.25
Cosi No. 901,CHARLESTOWN,,,0,0,1,0.25
Allandale Farm,JAMAICA PLAIN,0,0,1,0,,0.25
CVS/Pharmacy No. 10517,BOSTON,,0,0.5,0,,0.25
Alfa Auto Fuel,ROSLINDALE,0,0,0,1,,0.25
Concession Stand North East,BOSTON,1,0,0,0,,0.25
C V S/PHARMACY No. 5382,ALLSTON,0,1,0,0,,0.25
BOSTON ORGANICS  LLC,CHARLESTOWN,0,0,0,1,,0.25
Conte 7,BRIGHTON,1,0,0,0,,0.25
CVS No. 226,BOSTON,0,0,1,0,,0.25
B & G OYSTERS LTD.,ROXBURY,1,0,0,0,,0.25
Starbucks Coffee Co. No. 7808,WEST ROXBURY,0,0,0,0.666666667,,0.222222222
Stand 707,BOSTON,0,0,0,1,,0.2
SRV,ROXBURY,,0,1,0,,0.2
The Wild Duck,BOSTON,0.5,0,0,0,,0.2
Stand No. 702,BOSTON,0,1,0,0,,0.2
MARE,BOSTON,0,0,1,0,,0.2
Premium Market,BOSTON,0.5,0,0,0,,0.2
Nutter  McClennen & Fish LLP,BOSTON,0,0,0,0.5,,0.2
Martin's News Shops of Boston,BOSTON,,0.5,0,0,,0.2
Jim Roche Ice Arena,BOSTON,0,0.5,0,0,,0.2
Hudson No. 1921,EAST BOSTON,0,0,1,0,,0.2
HOST-STARBUCKS-GATE C28 Trmnl C,EAST BOSTON,1,0,0,0,0,0.2
125 Nashua St. Cafe (MGH),BOSTON,0,0,1,0,,0.2
Boston Yacht Haven,BOSTON,0,,0.5,0,,0.2
STARBUCKS COFFEE No.  7201,BOSTON,0,0,0,0,1,0.166666667
Stand No. 403,BOSTON,0.333333333,0,0,0,,0.166666667
MARRIOTT'S CUSTOM HOUSE,BOSTON,0,0,0,0.5,0,0.166666667
ELEMENT SEAPORT HOTEL BOSTON,BOSTON,,0,0.4,0,0,0.166666667
Intercontinental Boston - Rumba Bar,BOSTON,1,0,0,0,,0.166666667
Americano Espresso Bar,EAST BOSTON,0.5,0,0,0,,0.166666667
Choat Hall & Stewart,BOSTON,0,1,0,0,,0.166666667
Starbucks Coffee (Rowes Whart),BOSTON,0,0,0.333333333,0,,0.142857143
Dorchester Brewing Company,DORCHESTER,,0,0.333333333,0,0,0.142857143
L5C3,BOSTON,0,0,0,1,,0.142857143
L5B1,BOSTON,0,0,0,1,,0.142857143
Catering,BOSTON,0,0,0,0.5,,0.142857143
DD1/B14,BOSTON,0,0,0.5,0,,0.125
BEANTOWN BURRITO,BOSTON,0,0,0,0,1,0.125
Red Mango @ Boston Childrens,BOSTON,0,0,0,0.5,0,0.111111111
HAYMARKET PIZZA,BOSTON,0,0,0,0,1,0.111111111
B I DEACONESS/WEST END CAFE,BOSTON,0.5,0,0,0,0,0.111111111
Martin's New Shops,BOSTON,0.5,0,0,0,0,0.1
Reebok Crossfit Back Bay,BOSTON,0,0,0,0.5,0,0.083333333
VIP Dillion Fieldhouse,ALLSTON,,,0,0,,0
Tony & Elaine's,BOSTON,,,,,0,0
Stand No. 401,BOSTON,0,0,0,0,,0
Stand No. 708,BOSTON,0,0,0,0,,0
Silvio O. Conte Forum East Roof 2C,BRIGHTON,0,0,0,0,,0
Tora Japanese Restaurant,BOSTON,,,0,0,,0
St. George Orthodox Church,WEST ROXBURY,,0,0,0,,0
Travel Traders,BOSTON,0,,0,0,,0
The Bullpen,BOSTON,0,,0,0,,0
Shore Leave,ROXBURY,,,,0,,0
Yale Appliance & Lighting,DORCHESTER,0,0,0,0,,0
Stand No. 416,BOSTON,0,0,0,0,,0
The Wine Press,BOSTON,,,,0,,0
Stand No. 417,BOSTON,0,0,0,0,,0
Wayfair (Jugos PopUp),BOSTON,,,,,0,0
Stand No. 419,BOSTON,0,0,0,0,,0
Southern Proper,ROXBURY,,,,0,,0
Stand No. 709,BOSTON,0,0,0,0,,0
The Avenue Grille,DORCHESTER,,,,0,,0
Target Store T-3223,ROSLINDALE,,,,0,,0
Stand 725,BOSTON,0,0,0,0,,0
Stand 420,BOSTON,0,0,0,0,,0
Sodexo FRESHII @ BIDMC,BOSTON,,,,0,,0
The Square Root,ROSLINDALE,,,,,0,0
The Backstage Cafe @Emerson,BOSTON,,,,0,,0
Whittier Health Pharmacy II,DORCHESTER,,0,0,0,,0
Silvio O. Conte Forum East Roof 3B,BRIGHTON,0,0,0,0,,0
TASCA RESTAURANT,BRIGHTON,,,,0,,0
Simons IMAX Theater,BOSTON,,,,,0,0
Stand No. 414,BOSTON,0,0,0,0,,0
Travel & Leisure No. 1936,EAST BOSTON,0,0,0,0,,0
Stand 489,BOSTON,0,0,0,0,,0
